ID_RESERVASI,TGL_CHECKIN,TGL_CHECKOUT,CUSTOMER_ID_CUSTOMER,KARYAWAN_ID_KARYAWAN,KAMAR_ID_KAMAR
268,2024-04-29T00:00:00,2024-05-01T00:00:00,268,,2
269,2023-01-26T00:00:00,2023-01-27T00:00:00,269,,1
270,2023-03-20T00:00:00,2023-03-20T00:00:00,270,,1
271,2024-03-11T00:00:00,2024-03-11T00:00:00,271,,2
272,2023-12-24T00:00:00,2023-12-27T00:00:00,272,,1
273,2023-07-19T00:00:00,2023-07-22T00:00:00,273,,1
274,2024-02-22T00:00:00,2024-02-25T00:00:00,274,,1
275,2023-03-21T00:00:00,2023-03-22T00:00:00,275,,1
276,2024-05-25T00:00:00,2024-05-29T00:00:00,276,,1
277,2023-02-14T00:00:00,2023-02-20T00:00:00,277,,1
278,2024-03-03T00:00:00,2024-03-08T00:00:00,278,,2
279,2024-01-11T00:00:00,2024-01-12T00:00:00,279,,2
280,2024-04-07T00:00:00,2024-04-09T00:00:00,280,,2
281,2023-09-27T00:00:00,2023-09-30T00:00:00,281,,2
282,2023-11-06T00:00:00,2023-11-10T00:00:00,282,,1
283,2024-06-25T00:00:00,2024-06-27T00:00:00,283,,2
284,2024-02-09T00:00:00,2024-02-10T00:00:00,284,,1
285,2023-01-14T00:00:00,2023-01-19T00:00:00,285,,2
286,2024-05-12T00:00:00,2024-05-16T00:00:00,286,,2
287,2024-02-28T00:00:00,2024-03-02T00:00:00,287,,2
288,2024-02-14T00:00:00,2024-02-18T00:00:00,288,,2
289,2024-05-10T00:00:00,2024-05-14T00:00:00,289,,1
290,2023-07-19T00:00:00,2023-07-22T00:00:00,290,,2
291,2024-05-18T00:00:00,2024-05-19T00:00:00,291,,2
292,2024-02-12T00:00:00,2024-02-14T00:00:00,292,,2
293,2023-01-06T00:00:00,2023-01-07T00:00:00,293,,1
294,2023-11-14T00:00:00,2023-11-15T00:00:00,294,,1
295,2024-07-02T00:00:00,2024-07-04T00:00:00,295,,2
296,2023-10-06T00:00:00,2023-10-09T00:00:00,296,,1
297,2023-12-23T00:00:00,2023-12-24T00:00:00,297,,2
298,2024-03-15T00:00:00,2024-03-17T00:00:00,298,,2
299,2023-03-01T00:00:00,2023-03-04T00:00:00,299,,2
300,2023-02-20T00:00:00,2023-02-20T00:00:00,300,,2
201,2023-05-28T00:00:00,2023-05-29T00:00:00,201,,1
202,2024-01-28T00:00:00,2024-01-29T00:00:00,202,,1
203,2023-01-16T00:00:00,2023-01-21T00:00:00,203,,2
204,2024-03-17T00:00:00,2024-03-20T00:00:00,204,,1
205,2023-03-31T00:00:00,2023-04-06T00:00:00,205,,2
206,2024-06-11T00:00:00,2024-06-13T00:00:00,206,,2
207,2023-05-18T00:00:00,2023-05-24T00:00:00,207,,2
208,2023-12-01T00:00:00,2023-12-07T00:00:00,208,,1
209,2024-01-14T00:00:00,2024-01-14T00:00:00,209,,2
210,2024-04-01T00:00:00,2024-04-05T00:00:00,210,,2
211,2023-04-21T00:00:00,2023-04-24T00:00:00,211,,2
212,2023-06-04T00:00:00,2023-06-09T00:00:00,212,,2
213,2023-06-14T00:00:00,2023-06-14T00:00:00,213,,2
214,2023-09-26T00:00:00,2023-09-27T00:00:00,214,,1
215,2023-02-25T00:00:00,2023-03-01T00:00:00,215,,2
216,2024-05-01T00:00:00,2024-05-01T00:00:00,216,,1
217,2024-02-23T00:00:00,2024-02-23T00:00:00,217,,1
218,2023-12-18T00:00:00,2023-12-21T00:00:00,218,,1
219,2023-11-11T00:00:00,2023-11-12T00:00:00,219,,1
220,2024-01-13T00:00:00,2024-01-19T00:00:00,220,,2
221,2023-11-27T00:00:00,2023-12-02T00:00:00,221,,2
222,2023-09-03T00:00:00,2023-09-07T00:00:00,222,,1
223,2023-08-27T00:00:00,2023-08-31T00:00:00,223,,1
224,2023-07-13T00:00:00,2023-07-16T00:00:00,224,,2
225,2023-07-30T00:00:00,2023-08-04T00:00:00,225,,2
226,2023-01-12T00:00:00,2023-01-14T00:00:00,226,,1
227,2023-10-07T00:00:00,2023-10-09T00:00:00,227,,2
228,2023-05-16T00:00:00,2023-05-16T00:00:00,228,,1
229,2023-03-05T00:00:00,2023-03-09T00:00:00,229,,1
230,2023-10-03T00:00:00,2023-10-03T00:00:00,230,,2
231,2023-10-13T00:00:00,2023-10-15T00:00:00,231,,1
232,2023-09-20T00:00:00,2023-09-26T00:00:00,232,,1
233,2023-01-26T00:00:00,2023-01-26T00:00:00,233,,1
234,2024-02-03T00:00:00,2024-02-06T00:00:00,234,,2
235,2024-04-22T00:00:00,2024-04-25T00:00:00,235,,2
236,2023-05-10T00:00:00,2023-05-16T00:00:00,236,,2
237,2024-01-04T00:00:00,2024-01-05T00:00:00,237,,1
238,2023-01-17T00:00:00,2023-01-19T00:00:00,238,,1
239,2023-12-28T00:00:00,2023-12-30T00:00:00,239,,1
240,2023-02-27T00:00:00,2023-03-04T00:00:00,240,,2
241,2023-05-15T00:00:00,2023-05-16T00:00:00,241,,2
242,2024-04-09T00:00:00,2024-04-11T00:00:00,242,,1
243,2024-03-11T00:00:00,2024-03-13T00:00:00,243,,2
244,2023-12-10T00:00:00,2023-12-16T00:00:00,244,,1
245,2023-07-11T00:00:00,2023-07-11T00:00:00,245,,1
246,2023-04-17T00:00:00,2023-04-18T00:00:00,246,,2
247,2024-06-04T00:00:00,2024-06-04T00:00:00,247,,2
248,2023-02-26T00:00:00,2023-03-04T00:00:00,248,,1
249,2024-04-20T00:00:00,2024-04-22T00:00:00,249,,1
250,2024-04-14T00:00:00,2024-04-19T00:00:00,250,,2
251,2024-03-09T00:00:00,2024-03-13T00:00:00,251,,1
252,2024-02-21T00:00:00,2024-02-25T00:00:00,252,,2
253,2024-06-09T00:00:00,2024-06-13T00:00:00,253,,2
254,2023-04-28T00:00:00,2023-05-02T00:00:00,254,,2
255,2023-01-16T00:00:00,2023-01-21T00:00:00,255,,2
256,2023-11-27T00:00:00,2023-12-03T00:00:00,256,,1
257,2023-12-07T00:00:00,2023-12-13T00:00:00,257,,1
1,2022-07-01T00:00:00,2022-07-02T00:00:00,1,,1
2,2022-07-02T00:00:00,2022-07-03T00:00:00,2,,1
3,2022-07-03T00:00:00,2022-07-04T00:00:00,3,,2
4,2022-07-03T00:00:00,2022-07-04T00:00:00,4,,1
5,2022-07-04T00:00:00,2022-07-05T00:00:00,5,,1
6,2022-07-05T00:00:00,2022-07-06T00:00:00,6,,2
7,2022-07-05T00:00:00,2022-07-06T00:00:00,7,,1
8,2022-07-06T00:00:00,2022-07-07T00:00:00,8,,2
9,2022-07-06T00:00:00,2022-07-07T00:00:00,9,,1
10,2022-07-07T00:00:00,2022-07-08T00:00:00,10,,1
11,2022-07-08T00:00:00,2022-07-09T00:00:00,11,,2
12,2022-07-08T00:00:00,2022-07-10T00:00:00,12,,2
13,2022-07-09T00:00:00,2022-07-10T00:00:00,13,,2
14,2022-07-09T00:00:00,2022-07-10T00:00:00,14,,1
15,2022-07-09T00:00:00,2022-07-10T00:00:00,15,,1
16,2022-07-09T00:00:00,2022-07-10T00:00:00,16,,1
17,2022-07-09T00:00:00,2022-07-10T00:00:00,17,,1
18,2022-07-16T00:00:00,2022-07-17T00:00:00,18,,2
19,2022-07-16T00:00:00,2022-07-17T00:00:00,19,,1
20,2022-07-24T00:00:00,2022-07-26T00:00:00,20,,2
21,2022-07-24T00:00:00,2022-07-26T00:00:00,21,,1
22,2022-07-28T00:00:00,2022-07-29T00:00:00,22,,1
23,2022-07-29T00:00:00,2022-07-30T00:00:00,23,,1
24,2022-08-01T00:00:00,2022-08-03T00:00:00,24,,1
25,2022-08-02T00:00:00,2022-08-04T00:00:00,25,,2
26,2022-08-03T00:00:00,2022-08-05T00:00:00,26,,1
301,2023-08-01T00:00:00,2023-08-03T00:00:00,301,,2
302,2023-09-10T00:00:00,2023-09-10T00:00:00,302,,2
303,2023-07-16T00:00:00,2023-07-16T00:00:00,303,,2
304,2024-01-17T00:00:00,2024-01-23T00:00:00,304,,1
305,2023-07-10T00:00:00,2023-07-10T00:00:00,305,,2
306,2023-08-19T00:00:00,2023-08-25T00:00:00,306,,1
307,2024-02-03T00:00:00,2024-02-03T00:00:00,307,,2
308,2024-05-03T00:00:00,2024-05-07T00:00:00,308,,1
309,2023-10-22T00:00:00,2023-10-25T00:00:00,309,,2
310,2024-03-27T00:00:00,2024-03-28T00:00:00,310,,1
311,2024-05-10T00:00:00,2024-05-12T00:00:00,311,,1
312,2023-03-27T00:00:00,2023-03-28T00:00:00,312,,1
313,2023-10-31T00:00:00,2023-11-05T00:00:00,313,,1
314,2024-01-31T00:00:00,2024-02-05T00:00:00,314,,2
315,2023-04-04T00:00:00,2023-04-06T00:00:00,315,,2
316,2023-08-10T00:00:00,2023-08-12T00:00:00,316,,2
317,2023-11-24T00:00:00,2023-11-25T00:00:00,317,,2
318,2023-07-23T00:00:00,2023-07-29T00:00:00,318,,1
319,2023-03-30T00:00:00,2023-04-05T00:00:00,319,,1
320,2024-02-15T00:00:00,2024-02-19T00:00:00,320,,1
321,2023-08-15T00:00:00,2023-08-16T00:00:00,321,,2
322,2023-05-24T00:00:00,2023-05-24T00:00:00,322,,2
323,2024-01-12T00:00:00,2024-01-18T00:00:00,323,,1
324,2023-09-24T00:00:00,2023-09-27T00:00:00,324,,1
325,2024-02-25T00:00:00,2024-02-26T00:00:00,325,,1
326,2023-08-14T00:00:00,2023-08-14T00:00:00,326,,1
327,2024-05-05T00:00:00,2024-05-10T00:00:00,327,,2
328,2023-12-02T00:00:00,2023-12-04T00:00:00,328,,2
329,2023-08-16T00:00:00,2023-08-18T00:00:00,329,,2
330,2024-02-10T00:00:00,2024-02-10T00:00:00,330,,2
331,2023-03-22T00:00:00,2023-03-27T00:00:00,331,,2
332,2024-04-15T00:00:00,2024-04-15T00:00:00,332,,2
333,2023-01-03T00:00:00,2023-01-03T00:00:00,333,,1
334,2024-03-31T00:00:00,2024-04-05T00:00:00,334,,1
335,2024-04-28T00:00:00,2024-05-01T00:00:00,335,,1
336,2024-03-29T00:00:00,2024-04-02T00:00:00,336,,1
337,2024-04-26T00:00:00,2024-04-27T00:00:00,337,,1
338,2023-10-17T00:00:00,2023-10-20T00:00:00,338,,2
339,2023-03-15T00:00:00,2023-03-21T00:00:00,339,,2
340,2023-07-20T00:00:00,2023-07-25T00:00:00,340,,2
341,2024-05-08T00:00:00,2024-05-11T00:00:00,341,,2
342,2023-01-17T00:00:00,2023-01-22T00:00:00,342,,2
343,2024-05-17T00:00:00,2024-05-17T00:00:00,343,,1
344,2023-04-03T00:00:00,2023-04-09T00:00:00,344,,1
345,2024-02-13T00:00:00,2024-02-13T00:00:00,345,,1
346,2023-12-20T00:00:00,2023-12-25T00:00:00,346,,1
347,2023-12-11T00:00:00,2023-12-11T00:00:00,347,,2
348,2023-11-02T00:00:00,2023-11-06T00:00:00,348,,1
349,2023-02-09T00:00:00,2023-02-12T00:00:00,349,,2
350,2023-12-29T00:00:00,2023-12-29T00:00:00,350,,1
351,2023-12-25T00:00:00,2023-12-29T00:00:00,351,,2
352,2023-09-30T00:00:00,2023-10-04T00:00:00,352,,1
353,2023-09-15T00:00:00,2023-09-17T00:00:00,353,,2
354,2023-05-07T00:00:00,2023-05-07T00:00:00,354,,1
355,2024-03-24T00:00:00,2024-03-26T00:00:00,355,,2
356,2023-12-10T00:00:00,2023-12-13T00:00:00,356,,1
357,2024-03-08T00:00:00,2024-03-09T00:00:00,357,,2
358,2023-05-26T00:00:00,2023-05-27T00:00:00,358,,1
359,2023-09-29T00:00:00,2023-09-29T00:00:00,359,,2
360,2023-04-11T00:00:00,2023-04-12T00:00:00,360,,1
361,2023-07-23T00:00:00,2023-07-26T00:00:00,361,,2
362,2023-07-18T00:00:00,2023-07-18T00:00:00,362,,2
363,2023-05-21T00:00:00,2023-05-22T00:00:00,363,,2
364,2024-01-23T00:00:00,2024-01-23T00:00:00,364,,2
365,2023-04-08T00:00:00,2023-04-12T00:00:00,365,,2
366,2023-02-08T00:00:00,2023-02-11T00:00:00,366,,1
367,2023-08-03T00:00:00,2023-08-08T00:00:00,367,,1
368,2023-10-01T00:00:00,2023-10-06T00:00:00,368,,1
369,2024-04-06T00:00:00,2024-04-08T00:00:00,369,,2
370,2023-08-24T00:00:00,2023-08-24T00:00:00,370,,1
371,2023-08-16T00:00:00,2023-08-21T00:00:00,371,,2
372,2024-01-17T00:00:00,2024-01-22T00:00:00,372,,1
373,2023-02-23T00:00:00,2023-02-27T00:00:00,373,,1
374,2023-04-04T00:00:00,2023-04-09T00:00:00,374,,1
375,2024-06-29T00:00:00,2024-07-01T00:00:00,375,,1
376,2023-07-11T00:00:00,2023-07-16T00:00:00,376,,1
377,2024-03-11T00:00:00,2024-03-16T00:00:00,377,,1
378,2023-02-19T00:00:00,2023-02-19T00:00:00,378,,2
379,2023-07-15T00:00:00,2023-07-18T00:00:00,379,,2
380,2024-05-22T00:00:00,2024-05-24T00:00:00,380,,2
381,2023-10-15T00:00:00,2023-10-21T00:00:00,381,,2
382,2024-05-26T00:00:00,2024-06-01T00:00:00,382,,1
383,2024-06-18T00:00:00,2024-06-24T00:00:00,383,,2
384,2024-05-06T00:00:00,2024-05-10T00:00:00,384,,1
385,2023-04-05T00:00:00,2023-04-05T00:00:00,385,,2
386,2023-04-23T00:00:00,2023-04-25T00:00:00,386,,1
387,2024-02-06T00:00:00,2024-02-10T00:00:00,387,,2
388,2023-09-27T00:00:00,2023-09-28T00:00:00,388,,2
389,2024-04-06T00:00:00,2024-04-07T00:00:00,389,,1
390,2024-01-11T00:00:00,2024-01-14T00:00:00,390,,1
391,2023-05-12T00:00:00,2023-05-18T00:00:00,391,,1
392,2023-08-27T00:00:00,2023-08-29T00:00:00,392,,1
393,2024-03-18T00:00:00,2024-03-22T00:00:00,393,,1
394,2023-05-30T00:00:00,2023-06-04T00:00:00,394,,1
395,2023-07-25T00:00:00,2023-07-30T00:00:00,395,,1
396,2024-04-18T00:00:00,2024-04-20T00:00:00,396,,1
397,2023-09-11T00:00:00,2023-09-16T00:00:00,397,,1
398,2023-07-28T00:00:00,2023-07-29T00:00:00,398,,2
399,2023-09-30T00:00:00,2023-10-04T00:00:00,399,,2
400,2024-06-25T00:00:00,2024-06-30T00:00:00,400,,2
701,2024-06-05T00:00:00,2024-06-09T00:00:00,701,,1
702,2023-07-28T00:00:00,2023-08-02T00:00:00,702,,1
703,2023-03-01T00:00:00,2023-03-07T00:00:00,703,,1
704,2023-10-28T00:00:00,2023-11-03T00:00:00,704,,1
705,2023-12-16T00:00:00,2023-12-17T00:00:00,705,,1
706,2024-02-24T00:00:00,2024-02-24T00:00:00,706,,1
707,2023-05-30T00:00:00,2023-05-30T00:00:00,707,,1
708,2024-01-09T00:00:00,2024-01-11T00:00:00,708,,1
709,2024-01-09T00:00:00,2024-01-12T00:00:00,709,,1
710,2023-02-01T00:00:00,2023-02-03T00:00:00,710,,1
711,2023-02-16T00:00:00,2023-02-16T00:00:00,711,,1
712,2023-06-25T00:00:00,2023-06-25T00:00:00,712,,1
713,2023-03-31T00:00:00,2023-04-01T00:00:00,713,,1
714,2023-03-30T00:00:00,2023-04-03T00:00:00,714,,1
715,2024-06-24T00:00:00,2024-06-24T00:00:00,715,,1
716,2023-12-13T00:00:00,2023-12-13T00:00:00,716,,1
717,2023-08-25T00:00:00,2023-08-31T00:00:00,717,,1
718,2024-06-04T00:00:00,2024-06-10T00:00:00,718,,1
719,2023-08-13T00:00:00,2023-08-19T00:00:00,719,,1
720,2023-11-18T00:00:00,2023-11-21T00:00:00,720,,1
721,2024-01-14T00:00:00,2024-01-16T00:00:00,721,,2
722,2024-03-27T00:00:00,2024-03-30T00:00:00,722,,2
723,2024-04-30T00:00:00,2024-04-30T00:00:00,723,,2
724,2023-06-16T00:00:00,2023-06-19T00:00:00,724,,2
725,2023-03-18T00:00:00,2023-03-23T00:00:00,725,,2
726,2024-06-29T00:00:00,2024-07-04T00:00:00,726,,2
727,2023-04-19T00:00:00,2023-04-19T00:00:00,727,,2
728,2023-07-07T00:00:00,2023-07-12T00:00:00,728,,2
729,2023-11-07T00:00:00,2023-11-13T00:00:00,729,,2
730,2023-05-08T00:00:00,2023-05-09T00:00:00,730,,2
731,2023-06-19T00:00:00,2023-06-23T00:00:00,731,,2
732,2024-04-19T00:00:00,2024-04-23T00:00:00,732,,2
733,2023-03-09T00:00:00,2023-03-12T00:00:00,733,,2
734,2024-03-18T00:00:00,2024-03-18T00:00:00,734,,2
735,2023-05-07T00:00:00,2023-05-13T00:00:00,735,,2
736,2024-06-15T00:00:00,2024-06-21T00:00:00,736,,2
737,2024-01-23T00:00:00,2024-01-29T00:00:00,737,,2
738,2023-03-13T00:00:00,2023-03-19T00:00:00,738,,2
739,2024-01-29T00:00:00,2024-01-29T00:00:00,739,,2
740,2024-04-26T00:00:00,2024-04-26T00:00:00,740,,2
741,2023-05-23T00:00:00,2023-05-26T00:00:00,741,,2
742,2023-09-22T00:00:00,2023-09-25T00:00:00,742,,2
743,2024-03-26T00:00:00,2024-03-28T00:00:00,743,,2
744,2024-05-06T00:00:00,2024-05-12T00:00:00,744,,2
745,2024-04-17T00:00:00,2024-04-23T00:00:00,745,,2
746,2023-03-18T00:00:00,2023-03-22T00:00:00,746,,2
747,2023-12-05T00:00:00,2023-12-07T00:00:00,747,,1
748,2023-07-02T00:00:00,2023-07-04T00:00:00,748,,2
749,2023-12-20T00:00:00,2023-12-24T00:00:00,749,,1
750,2024-05-01T00:00:00,2024-05-07T00:00:00,750,,2
751,2024-02-01T00:00:00,2024-02-06T00:00:00,751,,1
752,2024-05-25T00:00:00,2024-05-25T00:00:00,752,,2
753,2023-07-18T00:00:00,2023-07-20T00:00:00,753,,2
754,2023-03-05T00:00:00,2023-03-09T00:00:00,754,,2
755,2023-07-20T00:00:00,2023-07-25T00:00:00,755,,2
756,2024-04-12T00:00:00,2024-04-17T00:00:00,756,,1
757,2023-01-20T00:00:00,2023-01-25T00:00:00,757,,1
758,2024-05-23T00:00:00,2024-05-25T00:00:00,758,,1
759,2023-08-12T00:00:00,2023-08-18T00:00:00,759,,2
760,2024-01-09T00:00:00,2024-01-11T00:00:00,760,,2
761,2023-10-22T00:00:00,2023-10-24T00:00:00,761,,2
762,2024-03-13T00:00:00,2024-03-14T00:00:00,762,,1
763,2024-03-02T00:00:00,2024-03-02T00:00:00,763,,1
764,2023-06-26T00:00:00,2023-06-28T00:00:00,764,,1
765,2023-06-16T00:00:00,2023-06-18T00:00:00,765,,2
766,2023-08-10T00:00:00,2023-08-14T00:00:00,766,,2
767,2023-12-23T00:00:00,2023-12-25T00:00:00,767,,2
768,2023-02-13T00:00:00,2023-02-14T00:00:00,768,,1
769,2024-01-16T00:00:00,2024-01-22T00:00:00,769,,1
770,2023-04-20T00:00:00,2023-04-22T00:00:00,770,,2
771,2024-02-29T00:00:00,2024-03-05T00:00:00,771,,2
772,2024-04-22T00:00:00,2024-04-23T00:00:00,772,,1
773,2023-04-13T00:00:00,2023-04-18T00:00:00,773,,1
774,2023-08-26T00:00:00,2023-08-30T00:00:00,774,,2
775,2023-03-08T00:00:00,2023-03-14T00:00:00,775,,2
776,2024-03-28T00:00:00,2024-03-31T00:00:00,776,,1
777,2023-10-12T00:00:00,2023-10-12T00:00:00,777,,1
778,2023-05-06T00:00:00,2023-05-07T00:00:00,778,,2
779,2024-02-28T00:00:00,2024-03-04T00:00:00,779,,2
780,2023-11-14T00:00:00,2023-11-15T00:00:00,780,,1
781,2024-04-14T00:00:00,2024-04-20T00:00:00,781,,1
782,2023-04-18T00:00:00,2023-04-24T00:00:00,782,,2
783,2023-10-25T00:00:00,2023-10-25T00:00:00,783,,2
784,2024-01-08T00:00:00,2024-01-08T00:00:00,784,,1
785,2023-04-06T00:00:00,2023-04-12T00:00:00,785,,1
786,2023-09-27T00:00:00,2023-09-27T00:00:00,786,,2
787,2024-03-15T00:00:00,2024-03-19T00:00:00,787,,2
788,2024-01-23T00:00:00,2024-01-25T00:00:00,788,,1
789,2023-04-03T00:00:00,2023-04-05T00:00:00,789,,2
790,2023-08-09T00:00:00,2023-08-12T00:00:00,790,,2
791,2024-04-14T00:00:00,2024-04-16T00:00:00,791,,1
792,2023-04-22T00:00:00,2023-04-23T00:00:00,792,,1
793,2024-06-24T00:00:00,2024-06-24T00:00:00,793,,1
794,2024-04-30T00:00:00,2024-05-03T00:00:00,794,,2
795,2023-10-10T00:00:00,2023-10-16T00:00:00,795,,2
796,2024-01-30T00:00:00,2024-01-31T00:00:00,796,,1
797,2023-03-24T00:00:00,2023-03-29T00:00:00,797,,2
798,2023-08-17T00:00:00,2023-08-18T00:00:00,798,,2
799,2024-05-09T00:00:00,2024-05-15T00:00:00,799,,2
800,2023-03-24T00:00:00,2023-03-28T00:00:00,800,,2
27,2022-08-04T00:00:00,2022-08-06T00:00:00,27,,2
28,2022-08-05T00:00:00,2022-08-07T00:00:00,28,,1
29,2022-08-06T00:00:00,2022-08-08T00:00:00,29,,2
30,2022-08-07T00:00:00,2022-08-09T00:00:00,30,,1
31,2022-08-08T00:00:00,2022-08-10T00:00:00,31,,2
32,2022-08-09T00:00:00,2022-08-11T00:00:00,32,,1
33,2022-08-10T00:00:00,2022-08-12T00:00:00,33,,2
34,2022-08-11T00:00:00,2022-08-13T00:00:00,34,,1
35,2022-08-12T00:00:00,2022-08-14T00:00:00,35,,2
36,2022-08-13T00:00:00,2022-08-15T00:00:00,36,,1
37,2022-08-14T00:00:00,2022-08-16T00:00:00,37,,2
38,2022-08-15T00:00:00,2022-08-17T00:00:00,38,,1
39,2022-08-16T00:00:00,2022-08-18T00:00:00,39,,2
40,2022-08-17T00:00:00,2022-08-19T00:00:00,40,,1
41,2022-08-18T00:00:00,2022-08-20T00:00:00,41,,2
42,2022-08-19T00:00:00,2022-08-21T00:00:00,42,,1
43,2022-08-20T00:00:00,2022-08-22T00:00:00,43,,2
44,2022-09-01T00:00:00,2022-09-02T00:00:00,44,,2
45,2022-09-03T00:00:00,2022-09-04T00:00:00,45,,2
46,2022-09-03T00:00:00,2022-09-04T00:00:00,46,,2
47,2022-09-08T00:00:00,2022-09-09T00:00:00,47,,1
48,2022-09-09T00:00:00,2022-09-10T00:00:00,48,,2
